country,year,co2,gdp_per_capita,renew_energy_cons,energy_intensity,foreign_direct_inv,labour_force_total,trade,urban,avg_gdp,income_level,years_available,gini_disp,reg_quality,was_missing,income_level_stable
Canada,2013,575.2453,42851.17053,22.2,6.86,3.62980398357006,19544962,62.2310749013405,4175236.484478836,40618.5814488,High income,30,31.8,1.73,FALSE,High income
Canada,2014,580.4828,43643.23565,22.2,6.84,3.55390337011002,19594831,64.3786621564923,4224200.00379956,40618.5814488,High income,30,31.6,1.84,FALSE,High income
Canada,2015,577.1296,43594.1941,22.3,6.75,3.85389453706153,19705946,66.1649020669781,3201882.9567543766,40618.5814488,High income,30,31.6,1.71,FALSE,High income
Canada,2016,575.8711,43551.3426,22.1,6.96,2.23835012140903,19857477,65.3636845215556,4321407.233583277,40618.5814488,High income,30,31.1,1.73,FALSE,High income
Canada,2017,593.0442,44339.38867,22.8,7.03,1.53752071953934,20155417,65.1010608504649,4377405.873716333,40618.5814488,High income,30,31.1,1.88,FALSE,High income
Canada,2018,613.6582,44907.34368,22.3,6.94,2.46931207254863,20391340,66.5998858508762,4844177.328584355,40618.5814488,High income,30,30.5,1.7,FALSE,High income
Canada,2019,607.2496,45100.29149,22.4,6.86,2.80676687017653,20799435,66.1714852804959,4909383.139529041,40618.5814488,High income,30,29.8,1.71,FALSE,High income
Canada,2020,546.6751,42366.12852,23.9,6.73,1.75897085668576,20505333,61.1567709632763,5461403.628567407,40618.5814488,High income,30,28.8,1.59,FALSE,High income
Canada,2021,561.6259,44359.61673,23.8,6.55,2.94525148855338,21005652,62.4241644131018,6118538.96607788,40618.5814488,High income,30,29.6,1.61,FALSE,High income
Canada,2022,575.3213,45227.14474,23.8,6.44,2.31251652587337,21456376,67.5588963664949,6213433.954798511,40618.5814488,High income,30,30.1,1.68,FALSE,High income
Central African Republic,1996,0.2158,437.9250548,91.7,7.03,0.147806421384922,1357287,47.0844050293092,226642.49780123698,435.465942556,Low income,30,51.4,-0.89,FALSE,Low income
Central African Republic,1997,0.2159,448.6346636,91.9,7.03,0.0184528462906139,1394963,55.8185083614851,232906.1733475129,435.465942556,Low income,30,51.4,-0.885,TRUE,Low income
Central African Republic,1998,0.22,457.1488584,89,7.03,0.0311907397895154,1434184,51.0495318767161,239283.2081193081,435.465942556,Low income,30,51.4,-0.88,FALSE,Low income
Central African Republic,1999,0.2265,460.8279002,89,7.03,6.50339795593255e-4,1475862,43.212343897896,245880.61403534113,435.465942556,Low income,30,51.4,-0.89,TRUE,Low income
Central African Republic,2000,0.2585,437.1689284,88.9,7.03,4.7672960088067503e-4,1519797,45.6597819937269,134812.14846465408,435.465942556,Low income,30,51.4,-0.9,FALSE,Low income
Central African Republic,2001,0.2715,446.6586342,88.9,6.99,3.03119406168095e-4,1554776,39.7304997372329,229960.68396904445,435.465942556,Low income,30,51.4,-0.94,TRUE,Low income
Central African Republic,2002,0.2776,452.8087022,89.2,6.94,1.29509211455515e-4,1591138,36.1085647794782,211848.55347014542,435.465942556,Low income,30,51.4,-0.98,FALSE,Low income
Central African Republic,2003,0.2622,418.2405323,90.2,7.21,1.29509211455515e-4,1633162,36.2312260023474,241280.77321726887,435.465942556,Low income,30,51.4,-1.12,FALSE,Low income
Central African Republic,2004,0.2562,433.8252278,90.6,7.39,1.29509211455515e-4,1670331,33.2439549188203,222243.17162125188,435.465942556,Low income,30,51.4,-1.2,FALSE,Low income
Central African Republic,2005,0.2529,427.9680432,91,7.33,1.29509211455515e-4,1710058,35.0709368656226,227695.23148002088,435.465942556,Low income,30,51.4,-1.32,FALSE,Low income
Central African Republic,2006,0.2704,439.2943309,90.8,7.19,1.29509211455515e-4,1743881,36.3958702287378,233011.0113529225,435.465942556,Low income,30,51.6,-1.27,FALSE,Low income
Central African Republic,2007,0.2677,450.7627854,90.9,7.11,1.29509211455515e-4,1774213,37.5808990187896,264815.77164033364,435.465942556,Low income,30,51.7,-1.27,FALSE,Low income
Central African Republic,2008,0.2014,450.3136169,93.6,6.94,1.29509211455515e-4,1810032,34.4375218095517,244249.80405020365,435.465942556,Low income,30,51.8,-1.19,FALSE,Low income
Central African Republic,2009,0.1961,492.2153989,93.9,6.89,1.29509211455515e-4,1791421,31.4942464896799,272697.8223310215,435.465942556,Low income,30,51.7,-1.26,FALSE,Low income
Central African Republic,2010,0.2008,519.1414564,93.8,6.76,1.29509211455515e-4,1768615,34.4304819543042,224104.2989289619,435.465942556,Low income,30,51.5,-1.16,FALSE,Low income
Central African Republic,2011,0.2194,532.3829549,93.3,6.68,1.29509211455515e-4,1787333,34.4756183327299,251918.17786065405,435.465942556,Low income,30,51.5,-1.2,FALSE,Low income
Central African Republic,2012,0.224,553.7295783,93.1,6.25,1.29509211455515e-4,1789171,33.0594485943314,233158.67040784654,435.465942556,Low income,30,51.3,-1.07,FALSE,Low income
Central African Republic,2013,0.1507,349.8211717,95.1,9.3,1.29509211455515e-4,1783385,38.3992875721315,260607.4974599349,435.465942556,Low income,30,51.3,-1.17,FALSE,Low income
Central African Republic,2014,0.1621,351.5615549,94.8,9.55,1.29509211455515e-4,1752553,53.0950920179825,238978.5740949067,435.465942556,Low income,30,51.2,-1.39,FALSE,Low income
Central African Republic,2015,0.2315,366.3228539,92.9,9.4,1.29509211455515e-4,1739750,53.1451477769621,190238.5789612459,435.465942556,Low income,30,51.1,-1.44,FALSE,Low income
Central African Republic,2016,0.2492,376.8582541,92.1,9.12,1.29509211455515e-4,1771652,50.53064402191,248203.0308189691,435.465942556,Low income,30,51,-1.42,FALSE,Low income
Central African Republic,2017,0.2593,387.3579513,91.6,8.8,1.29509211455515e-4,1800948,57.1435457117119,279759.52280673606,435.465942556,Low income,30,50.9,-1.49,FALSE,Low income
Central African Republic,2018,0.2692,395.0200155,91.4,8.56,1.29509211455515e-4,1832281,49.6602000024318,318794.24780581373,435.465942556,Low income,30,50.8,-1.39,FALSE,Low income
Central African Republic,2019,0.2915,401.8258216,91.3,8.39,1.29509211455515e-4,1857882,50.0658000014868,326133.31623206387,435.465942556,Low income,30,50.7,-1.38,FALSE,Low income
Central African Republic,2020,0.3031,398.8342741,90.9,8.4,1.29509211455515e-4,1874715,49.5210200011921,376316.27314837597,435.465942556,Low income,30,50.6,-1.5,FALSE,Low income
Central African Republic,2021,0.3084,396.0206229,90.9,8.41,1.29509211455515e-4,1900739,44.159119995104,441515.4360359216,435.465942556,Low income,30,50.5,-1.51,FALSE,Low income
Central African Republic,2022,0.3084,396.0206229,90.9,8.41,1.29509211455515e-4,1900739,44.159119995104,441515.4360359216,435.465942556,Low income,30,50.5,-1.51,NA,Low income
Chile,1996,47.8879,7605.28953,32.2,4.6,6.12670509977734,5980808,53.9207498948251,2292117.27191195,10990.91507716,Upper-middle income,30,50.6,1.54,FALSE,Upper-middle income
Chile,1997,54.3526,8058.942288,30,4.6,6.14802074639582,6086471,54.0992981791388,2335356.414385773,10990.91507716,Upper-middle income,30,50.7,1.46,TRUE,Upper-middle income
Chile,1998,54.8565,8287.450611,29.8,4.6,5.64436806175839,6211120,53.8361785167957,2378855.1669505057,10990.91507716,Upper-middle income,30,50.8,1.38,FALSE,Upper-middle income
Chile,1999,57.3902,8161.451689,29.1,4.6,11.5919139537542,6313009,54.6956098331962,2422546.591001172,10990.91507716,Upper-middle income,30,50.8,1.39,TRUE,Upper-middle income
Chile,2000,53.8516,8465.353032,31.4,4.6,6.20376708215846,6343733,58.7119230893142,1450868.5744070713,10990.91507716,Upper-middle income,30,50.8,1.4,FALSE,Upper-middle income
Chile,2001,51.6573,8632.014824,32.1,4.38,5.8676609577396,6355065,62.1447669692049,2281680.0910907476,10990.91507716,Upper-middle income,30,50.5,1.3599999999999999,TRUE,Upper-middle income
Chile,2002,52.1922,8810.690527,33.1,4.39,3.62905823074864,6411103,62.483851902378,2125118.191403926,10990.91507716,Upper-middle income,30,50.2,1.32,FALSE,Upper-middle income
Chile,2003,54.1194,9130.784262,31.6,4.24,4.556949756395,6589050,65.693419590905,2340829.5370946503,10990.91507716,Upper-middle income,30,49.9,1.33,FALSE,Upper-middle income
Chile,2004,58.4938,9642.374786,31.4,4.23,5.01507138066679,6752634,69.8893600534274,2166199.2756395494,10990.91507716,Upper-middle income,30,49.3,1.37,FALSE,Upper-middle income
Chile,2005,59.1361,10104.42084,32.3,4.12,4.89870698305,6916575,72.0625342392623,2186594.8100037114,10990.91507716,Upper-middle income,30,48.7,1.31,FALSE,Upper-middle income
Chile,2006,60.3531,10611.6144,32.9,4.05,3.09101971918484,7184183,73.7116350455616,2207003.455944035,10990.91507716,Upper-middle income,30,48,1.42,FALSE,Upper-middle income
Chile,2007,67.7449,11051.34507,30.5,3.99,6.11348994449279,7369317,76.9770247146474,2430138.4092111797,10990.91507716,Upper-middle income,30,47.8,1.49,FALSE,Upper-middle income
Chile,2008,71.3169,11356.09221,30.8,3.81,10.4571112912905,7648250,80.6766262401759,2248720.9841009923,10990.91507716,Upper-middle income,30,47.6,1.5,FALSE,Upper-middle income
Chile,2009,68.2181,11116.40934,31.5,3.75,7.42256247901114,7744258,66.6860309626911,2476473.112747343,10990.91507716,Upper-middle income,30,47.4,1.43,FALSE,Upper-middle income
Chile,2010,72.3154,11649.28971,27,3.7,6.84144686822969,8113921,69.7176801361063,2291639.263831988,10990.91507716,Upper-middle income,30,47,1.42,FALSE,Upper-middle income
Chile,2011,79.0676,12252.84411,28.8,3.8,10.4897738062099,8424492,72.4816428100372,2313166.3357888386,10990.91507716,Upper-middle income,30,46.7,1.44,FALSE,Upper-middle income
Chile,2012,81.3404,12882.83442,30.3,3.96,11.9097449984476,8539046,68.1561428931659,2334551.645827426,10990.91507716,Upper-middle income,30,46.4,1.54,FALSE,Upper-middle income
Chile,2013,85.402,13182.73296,30.2,3.97,7.61396398988729,8667171,65.1432879537196,2356039.1853631204,10990.91507716,Upper-middle income,30,46.1,1.48,FALSE,Upper-middle income
Chile,2014,78.6954,13285.95404,27,3.52,9.83500371391784,8828997,65.6346281203402,2378298.2162738964,10990.91507716,Upper-middle income,30,45.8,1.48,FALSE,Upper-middle income
Chile,2015,84.3487,13433.9203,25.1,3.52,7.32780348720507,8968101,59.3491104787205,1801050.3232656189,10990.91507716,Upper-middle income,30,45.5,1.32,FALSE,Upper-middle income
Chile,2016,88.8319,13505.09771,24.6,3.68,4.55707488144666,9121865,56.0578610869392,2426691.379504492,10990.91507716,Upper-middle income,30,45.7,1.36,FALSE,Upper-middle income
Chile,2017,89.7172,13473.34585,24.1,3.68,1.89647029832423,9423968,56.0261589665752,2457723.6262429133,10990.91507716,Upper-middle income,30,45.8,1.33,FALSE,Upper-middle income
Chile,2018,89.7848,13763.00688,25.5,3.61,2.68461345207245,9671888,58.1770506331731,2718609.421284503,10990.91507716,Upper-middle income,30,46,1.3,FALSE,Upper-middle income
Chile,2019,95.2152,13630.59354,25.3,3.79,4.87956164130548,9843775,57.6117545680829,2752076.251554778,10990.91507716,Upper-middle income,30,46.1,1.16,FALSE,Upper-middle income
Chile,2020,87.4782,12679.024,26.7,3.68,4.50610139661101,8906788,58.1828635629748,3052802.5804985017,10990.91507716,Upper-middle income,30,46.3,0.95,FALSE,Upper-middle income
Chile,2021,89.0743,14053.87438,24.2,3.46,4.81019970676228,9171143,64.8384472541565,3412160.933859941,10990.91507716,Upper-middle income,30,45.4,0.94,FALSE,Upper-middle income
Chile,2022,88.845,14272.27099,24.2,3.19,6.03627962411555,9670728,74.9877802139767,3433736.974686894,10990.91507716,Upper-middle income,30,44.5,0.98,FALSE,Upper-middle income
China,1996,3340.3022,1653.433789,30.5,10.91,4.65181266315599,678359927,33.8146437892841,62983998.38375767,5216.40764388,Upper-middle income,30,35.8,-0.27,FALSE,Upper-middle income
China,1997,3437.3624,1787.766977,30,10.91,4.72534384272724,686473251,34.5330881760502,66016436.52375835,5216.40764388,Upper-middle income,30,36.2,-0.27,TRUE,Upper-middle income
China,1998,3522.1029,1909.622328,29.5,10.91,4.43550102416557,694001983,32.4241401343128,69188142.55731285,5216.40764388,Upper-middle income,30,36.9,-0.27,FALSE,Upper-middle income
China,1999,3447.8801,2038.206474,30.3,10.91,3.74898123668431,700421936,33.5243642464442,72490116.03203352,5216.40764388,Upper-middle income,30,37.7,-0.29500000000000004,TRUE,Upper-middle income
China,2000,3666.951,2193.896866,29.6,10.91,3.47512590256774,706837950,39.4110338950468,42747651.92446048,5216.40764388,Upper-middle income,30,38.7,-0.32,FALSE,Upper-middle income
China,2001,3844.8357,2359.572385,28.4,10.41,3.5129885385098,715928584,38.5272103260861,64807960.617207564,5216.40764388,Upper-middle income,30,39.9,-0.44999999999999996,TRUE,Upper-middle income
China,2002,4150.578,2557.891612,27,10.14,3.60908113491298,725938760,42.747181555741,67420144.29025328,5216.40764388,Upper-middle income,30,41.2,-0.58,FALSE,Upper-middle income
China,2003,4790.8644,2797.176659,23.9,10.51,3.48741889929233,735682023,51.8042195747425,70087116.55297385,5216.40764388,Upper-middle income,30,41.6,-0.39,FALSE,Upper-middle income
China,2004,5520.7369,3061.833173,20.2,10.87,3.48364153462976,744936890,59.5055314133926,72815962.48148723,5216.40764388,Upper-middle income,30,42.1,-0.35,FALSE,Upper-middle income
China,2005,6264.7453,3390.716159,17.4,10.75,4.55426348223621,754465388,62.2080219232303,69306361.61558504,5216.40764388,Upper-middle income,30,42.4,-0.18,FALSE,Upper-middle income
China,2006,6951.9468,3800.765796,16.4,10.44,4.508600502911,761948735,64.4791912001744,78402633.20878734,5216.40764388,Upper-middle income,30,42.7,-0.26,FALSE,Upper-middle income
China,2007,7555.488,4319.031398,14.9,9.83,4.40098334219288,766486940,62.1936250851713,81216337.00415881,5216.40764388,Upper-middle income,30,43,-0.23,FALSE,Upper-middle income
China,2008,7783.4264,4711.643449,14.1,9.21,3.73361071056151,769779554,57.6123422415661,84094461.46934976,5216.40764388,Upper-middle income,30,43.3,-0.22,FALSE,Upper-middle income
China,2009,8349.8051,5128.904128,13.4,8.98,2.56889430733347,772141043,45.1849762070479,87021801.2597675,5216.40764388,Upper-middle income,30,43.2,-0.3,FALSE,Upper-middle income
China,2010,9134.0724,5647.068727,12.3,8.96,4.00354456866117,773873234,50.7170776627003,82508230.84172523,5216.40764388,Upper-middle income,30,43.2,-0.32,FALSE,Upper-middle income
China,2011,9984.4725,6152.696873,11.3,8.78,3.70880651655626,778275581,50.7409045864209,85102040.90776666,5216.40764388,Upper-middle income,30,43.1,-0.26,FALSE,Upper-middle income
China,2012,10297.905,6591.662494,11.5,8.43,2.82710533551379,779022561,48.2675223674033,87698643.66594763,5216.40764388,Upper-middle income,30,42.2,-0.28,FALSE,Upper-middle income
China,2013,10792.1384,7056.423092,11.5,8.08,3.03985486260271,779251311,46.7443755773553,90327006.93958767,5216.40764388,Upper-middle income,30,41.1,-0.33,FALSE,Upper-middle income
China,2014,10916.9228,7532.785301,11.9,7.71,2.55924761041391,780370287,44.9052159543496,92975415.4315288,5216.40764388,Upper-middle income,30,41.4,-0.33,FALSE,Upper-middle income
China,2015,10776.9127,8016.445595,12.2,7.24,2.19217773086009,781077009,39.4641693353018,71756768.76112111,5216.40764388,Upper-middle income,30,41.2,-0.35,FALSE,Upper-middle income
China,2016,10805.0515,8516.528742,12.6,6.74,1.55563699883085,780932880,36.8944150170789,98304831.56327835,5216.40764388,Upper-middle income,30,41.2,-0.31,FALSE,Upper-middle income
China,2017,11037.1271,9053.228725,13.1,6.54,1.34912369633213,779166682,37.6324132404263,101016517.18389873,5216.40764388,Upper-middle income,30,41.1,-0.18,FALSE,Upper-middle income
China,2018,11572.4164,9619.209475,13.5,6.42,1.69389428446517,776868988,37.5657841021374,113067415.61001977,5216.40764388,Upper-middle income,30,41.2,-0.23,FALSE,Upper-middle income
China,2019,11850.5929,10155.51088,14.3,6.33,1.31071593247948,775928449,35.8900960342425,115843315.81229785,5216.40764388,Upper-middle income,30,40.9,-0.3,FALSE,Upper-middle income
China,2020,12022.433,10358.17,14.9,6.4,1.72317554862906,763830073,34.7542956996066,130358222.57788187,5216.40764388,Upper-middle income,30,40.8,-0.2,FALSE,Upper-middle income
China,2021,12621.6147,11223.25535,15.2,6.3,1.93078622294539,781187865,37.3019908656372,147905542.63427952,5216.40764388,Upper-middle income,30,40.7,-0.33,FALSE,Upper-middle income
China,2022,12526.8263,11555.93024,15.2,6.3,1.06367352996528,770113477,38.3514820836722,150792666.258848,5216.40764388,Upper-middle income,30,40.8,-0.42,FALSE,Upper-middle income
Colombia,1996,61.7932,4198.691263,33.6,2.98,3.20284924848693,16380472,36.0441071863282,4468450.757436891,5096.0240816000005,Upper-middle income,30,51.2,-0.11,FALSE,Upper-middle income
Colombia,1997,67.0483,4265.693519,25.7,2.98,5.21507527765445,16820298,35.5970680886793,4581997.799100001,5096.0240816000005,Upper-middle income,30,51.4,-0.14,TRUE,Upper-middle income
Colombia,1998,68.1565,4213.828005,25.8,2.98,2.87230262380067,17194464,35.9089230535138,4698368.9447773555,5096.0240816000005,Upper-middle income,30,51.5,-0.17,FALSE,Upper-middle income
Colombia,1999,59.4619,3967.113399,29,2.98,1.74771154695899,17422434,36.1492793141794,4815967.778588716,5096.0240816000005,Upper-middle income,30,51.6,-0.04000000000000001,TRUE,Upper-middle income
Colombia,2000,62.5742,4016.809517,27.9,2.98,2.43950747934181,17848151,32.6670854693067,2902300.6834298735,5096.0240816000005,Upper-middle income,30,51.5,0.09,FALSE,Upper-middle income
Colombia,2001,62.2025,4020.507898,27.1,2.93,2.58851936306874,18236154,33.9011117949445,4592172.68304175,5096.0240816000005,Upper-middle income,30,51.4,0.034999999999999996,TRUE,Upper-middle income
Colombia,2002,59.7636,4058.284936,28.6,2.8,2.17844751407948,18340323,32.9826392144234,4309191.686502702,5096.0240816000005,Upper-middle income,30,51.8,-0.02,FALSE,Upper-middle income
Colombia,2003,59.2602,4154.175285,30.6,2.76,1.81783931129221,18966234,36.51618351723,4811261.73361892,5096.0240816000005,Upper-middle income,30,50.9,-0.13,FALSE,Upper-middle income
Colombia,2004,59.2855,4311.915913,29,2.63,2.66083488771203,19153768,35.8634269337995,4512682.36560986,5096.0240816000005,Upper-middle income,30,51.2,-0.09,FALSE,Upper-middle income
Colombia,2005,61.0511,4457.275375,28.9,2.64,7.02979401438226,19163184,37.422697494955,4614866.337202727,5096.0240816000005,Upper-middle income,30,51.3,-0.02,FALSE,Upper-middle income
Colombia,2006,58.1662,4694.034429,30.6,2.6,4.17238510059526,19349955,39.6413559606293,4713908.21665601,5096.0240816000005,Upper-middle income,30,51.5,0.11,FALSE,Upper-middle income
Colombia,2007,60.3554,4947.252608,31,2.42,4.30867680626701,19533984,37.0988970982903,5250834.272573759,5096.0240816000005,Upper-middle income,30,53.3,0.28,FALSE,Upper-middle income
Colombia,2008,60.297,5048.571872,30.8,2.47,4.35627834630067,20022584,39.1676494164355,4912856.028462945,5096.0240816000005,Upper-middle income,30,52.5,0.27,FALSE,Upper-middle income
Colombia,2009,63.7613,5046.971218,31.4,2.54,3.45627065154006,21321685,35.1561285074585,5468863.7606555475,5096.0240816000005,Upper-middle income,30,51.3,0.09,FALSE,Upper-middle income
Colombia,2010,65.7738,5214.245476,30.6,2.39,2.24433595561185,21788403,34.2646031687681,4721103.373221405,5096.0240816000005,Upper-middle income,30,50.9,0.16,FALSE,Upper-middle income
Colombia,2011,70.794,5517.101109,29.6,2.29,4.37269536127325,22348779,39.4704235545367,5215917.992824699,5096.0240816000005,Upper-middle income,30,50,0.28,FALSE,Upper-middle income
Colombia,2012,71.0704,5675.75618,29.6,2.13,4.05728041313345,22946523,38.835151018669,4908242.079294713,5096.0240816000005,Upper-middle income,30,49.2,0.33,FALSE,Upper-middle income
Colombia,2013,80.9287,5910.805923,32,2.66,4.24252457969381,23081167,37.9866487978457,5418662.661351374,5096.0240816000005,Upper-middle income,30,49,0.34,FALSE,Upper-middle income
Colombia,2014,82.1711,6121.83982,32.1,2.58,4.24107256687865,23376219,37.4874656411103,5095643.238756659,5096.0240816000005,Upper-middle income,30,48.6,0.44,FALSE,Upper-middle income
Colombia,2015,83.5227,6248.514905,31.1,2.53,3.95939854860996,23770146,38.3607641184453,4217520.687424486,5096.0240816000005,Upper-middle income,30,47.4,0.41,FALSE,Upper-middle income
Colombia,2016,85.853,6316.070678,30.5,2.57,4.90164572903473,23971867,36.202652984202,5290660.405320314,5096.0240816000005,Upper-middle income,30,46.9,0.34,FALSE,Upper-middle income
Colombia,2017,78.1782,6309.677453,32.2,2.43,4.39318232765433,24367946,35.2829149424588,5856860.660255856,5096.0240816000005,Upper-middle income,30,46.3,0.26,FALSE,Upper-middle income
Colombia,2018,82.0012,6353.546429,30.4,2.28,3.38083573220192,24727292,36.5347527968973,5997492.943540345,5096.0240816000005,Upper-middle income,30,46.8,0.22,FALSE,Upper-middle income
Colombia,2019,82.7065,6439.963598,31.5,2.42,4.33058240931506,25000012,37.558533980839,6670129.012004153,5096.0240816000005,Upper-middle income,30,48,0.32,FALSE,Upper-middle income
Colombia,2020,80.8649,5891.955232,32,2.44,2.7588942895314,25151123,34.0555709680101,6784704.609075315,5096.0240816000005,Upper-middle income,30,49.4,0.23,FALSE,Upper-middle income
Colombia,2021,87.9477,6457.169218,29.7,2.33,3.00175693787234,25915910,40.0591463936128,8415372.050269933,5096.0240816000005,Upper-middle income,30,49.2,0.2,FALSE,Upper-middle income
Colombia,2022,91.7605,6854.209236,29.7,2.18,4.97568342327735,25830229,48.0739778648801,8534854.149075437,5096.0240816000005,Upper-middle income,30,51.1,0.14,FALSE,Upper-middle income
Costa Rica,1996,4.7421,6871.60941,36.6,2.47,3.65588697118439,1345220,84.0571640061047,423938.73645331344,9812.7683988,Upper-middle income,30,42.6,0.55,FALSE,Upper-middle income
Costa Rica,1997,4.6763,7085.988343,33.6,2.47,3.24576223328059,1441542,87.6131980978704,439507.3750456924,9812.7683988,Upper-middle income,30,42.9,0.7350000000000001,TRUE,Upper-middle income
Costa Rica,1998,5.1709,7430.172411,28.9,2.47,4.49056201812519,1526529,92.0380212366186,455366.9142178511,9812.7683988,Upper-middle income,30,43.3,0.92,FALSE,Upper-middle income
Costa Rica,1999,5.1614,7584.42137,29.9,2.47,4.34566834672367,1573058,87.5386137677373,471487.22616456996,9812.7683988,Upper-middle income,30,44,0.81,TRUE,Upper-middle income
Costa Rica,2000,5.1197,7726.519857,33,2.47,4.81846449896273,1596716,86.5249235130705,258297.96832018008,9812.7683988,Upper-middle income,30,44.7,0.7,FALSE,Upper-middle income
Costa Rica,2001,5.5204,7854.233958,32.1,2.41,3.89233617537997,1679060,80.852758718109,410715.9860331441,9812.7683988,Upper-middle income,30,45.7,0.57,TRUE,Upper-middle income
Costa Rica,2002,5.6342,7989.559261,32.5,2.46,4.36202694033196,1710423,80.4139443360039,387094.79268852714,9812.7683988,Upper-middle income,30,45.9,0.44,FALSE,Upper-middle income
Costa Rica,2003,6.0563,8207.457468,33.3,2.52,4.48353970316272,1762605,83.3277075355642,433789.1202976984,9812.7683988,Upper-middle income,30,45.7,0.62,FALSE,Upper-middle income
Costa Rica,2004,6.1673,8445.529149,39.2,2.86,5.82312653331866,1771024,85.2564771965872,408210.11094255676,9812.7683988,Upper-middle income,30,45.5,0.55,FALSE,Upper-middle income
Costa Rica,2005,6.3528,8655.339654,41.7,2.75,7.62843539507747,1888687,89.2226638923224,418862.74705144425,9812.7683988,Upper-middle income,30,45.4,0.59,FALSE,Upper-middle income
Costa Rica,2006,6.902,9160.294375,42.4,2.79,7.92850433097117,1911390,89.8145546136931,429543.41642245185,9812.7683988,Upper-middle income,30,45.6,0.38,FALSE,Upper-middle income
Costa Rica,2007,7.6997,9779.511494,41.2,2.72,8.33742597856101,1978866,86.4565958439349,480267.88901551807,9812.7683988,Upper-middle income,30,45.8,0.45,FALSE,Upper-middle income
Costa Rica,2008,7.635,10104.9092,40.7,2.61,7.90900698278232,2003972,86.4015127113254,451086.5517010814,9812.7683988,Upper-middle income,30,45.8,0.57,FALSE,Upper-middle income
Costa Rica,2009,7.3266,9883.67567,40.7,2.66,5.25151067245968,2030924,69.7593177251535,503960.17458636494,9812.7683988,Upper-middle income,30,46,0.52,FALSE,Upper-middle income
Costa Rica,2010,7.2454,10285.08567,40.4,2.54,5.06371170213526,2027352,67.512089684107,436351.3397339481,9812.7683988,Upper-middle income,30,46,0.59,FALSE,Upper-middle income
Costa Rica,2011,7.7059,10612.46949,38,2.45,6.39172539644787,2114264,68.6391465074016,483359.03507673193,9812.7683988,Upper-middle income,30,46.2,0.6,FALSE,Upper-middle income
Costa Rica,2012,7.6448,11001.51929,38.1,2.42,5.70866124854743,2283817,67.0485392950976,455965.65113626886,9812.7683988,Upper-middle income,30,46.4,0.74,FALSE,Upper-middle income
Costa Rica,2013,7.9452,11151.14379,37.8,2.49,6.29127735209417,2299128,64.0664105879442,504371.4229337216,9812.7683988,Upper-middle income,30,46.6,0.75,FALSE,Upper-middle income
Costa Rica,2014,8.056,11422.67358,37.6,2.44,6.23293662208769,2357268,65.1912420532368,475047.03812224395,9812.7683988,Upper-middle income,30,46.5,0.66,FALSE,Upper-middle income
Costa Rica,2015,7.77,11714.7106,38.3,2.29,5.23639457671538,2344336,60.753561939521,393712.21529409353,9812.7683988,Upper-middle income,30,46.3,0.66,FALSE,Upper-middle income
Costa Rica,2016,8.2435,12084.43513,34.1,2.17,4.45296211770326,2262369,62.1784781768295,493685.72744641994,9812.7683988,Upper-middle income,30,46.3,0.53,FALSE,Upper-middle income
Costa Rica,2017,8.3908,12468.56545,33.3,2.04,4.83327522078443,2300637,65.0719537438815,544561.3334160194,9812.7683988,Upper-middle income,30,46.2,0.43,FALSE,Upper-middle income
Costa Rica,2018,8.4537,12679.52536,33.1,1.96,4.829438721344,2422784,66.945342016636,554116.4270813768,9812.7683988,Upper-middle income,30,46.2,0.48,FALSE,Upper-middle income
Costa Rica,2019,8.2067,12877.6501,33.4,2.03,4.22094016659811,2534006,65.7605300176622,614627.6215412663,9812.7683988,Upper-middle income,30,46.2,0.54,FALSE,Upper-middle income
Costa Rica,2020,7.1803,12242.20989,36.4,2.03,3.3704352331304,2419014,60.1398862509533,624171.8090776487,9812.7683988,Upper-middle income,30,46.4,0.48,FALSE,Upper-middle income
Costa Rica,2021,8.0185,13146.69279,34.2,1.99,5.53072986406839,2490873,70.7816423027085,773500.5767613864,9812.7683988,Upper-middle income,30,46.2,0.44,FALSE,Upper-middle income
Costa Rica,2022,8.09,13686.16141,34.2,1.91,5.30504327929944,2504874,82.2275325353143,783575.0761441225,9812.7683988,Upper-middle income,30,45.9,0.57,FALSE,Upper-middle income
Croatia,1996,17.2599,7857.722621,32.6,4.3,2.03937155501268,2042400,67.0542505897715,386499.6132169872,11408.91890548,Upper-middle income,30,28.3,-0.17,FALSE,Upper-middle income
Croatia,1997,18.3178,8383.182778,29.1,4.3,2.46740820769145,2018865,74.8841744957651,386160.26983914385,11408.91890548,Upper-middle income,30,28.4,-0.16,TRUE,Upper-middle income
Croatia,1998,19.0247,8577.212514,28.1,4.3,3.87820919583411,2004029,64.98432965861,387086.66110115784,11408.91890548,Upper-middle income,30,28.4,-0.15,FALSE,Upper-middle income
Croatia,1999,19.9174,8541.239418,27.8,4.3,6.11826637175643,1983687,66.2637743741722,386903.43303396297,11408.91890548,Upper-middle income,30,28,-0.135,TRUE,Upper-middle income
Croatia,2000,19.3746,8879.96498,26.8,4.3,4.58593627511279,1953924,74.6016854703406,220160.74705005073,11408.91890548,Upper-middle income,30,27.6,-0.12,FALSE,Upper-middle income
Croatia,2001,20.5402,9515.409056,26.9,4.34,4.4945739209067,1869944,79.4405856034588,333149.22270873934,11408.91890548,Upper-middle income,30,27.3,0.08499999999999999,TRUE,Upper-middle income
